id_delito,generico,subgenerico,articulo,des_articulo
455,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,256,Alteración de billetes o monedas
456,CONTRA LA FAMILIA,MATRIMONIOS ILEGALES,142,Inobservancia de formalidades legales
457,CONTRA LA FE PUBLICA,FALSIFICACION DE DOCUMENTOS EN GENERAL,428-B,Falsedad en el reporte de los volúmenes de pesca capturados
458,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD PERSONAL,153-B,Explotación sexual
459,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,312,Autorización de actividad contraria a los planes o usos previstos por la ley
460,DELITOS TRIBUTARIOS,ELABORAC. Y COMERC. CLANDEST. DE PRODUCTOS,S/Art,ELABORACIÓN Y COMERCIO CLANDESTINO DE PRODUCTOS
461,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA,325,Atentado contra la integridad nacional
462,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,227,Inducción a la comisión de atentados contra yacimientos arqueológicos
463,CONTRA LA LIBERTAD,PROXENETISMO,181-A,"Promoción y favorecimiento de la explotación sexual de niñas, niños y adolescentes"
464,CONTRA LA LIBERTAD,PROXENETISMO,181-B,Formas agravadas - Derogado
465,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,279-E,"Ensamblado, comercialización y utilización, en el servicio público, de transporte de omnibuses sobre chasis de camión"
466,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,255,Fabricación o introducción en el territorio de la República de instrumentos destinados a la falsificación de billetes o monedas
467,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",300,Suministro indebido de droga
468,CONTRA LA TRANQUILIDAD PUBLICA,DELITOS CONTRA LA PAZ PUBLICA,318-A,Delito de intermediación onerosa de órganos y tejidos
469,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LOS DERECHOS DE AUTOR Y CONEXOS,220-D,Delitos contra la información sobre gestión de derechos
470,D.LEG 813. LEY PENAL TRIBUTARIA,DEFRAUDACION TRIBUTARIA,5,Defraudación tributaria (D.L. 813)
471,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DISPOSICIONES COMUNES,S/Art,DISPOSICIONES COMUNES
472,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,198-A,Informes de auditoría distorsionados
473,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LOS MEDIOS DE TRANSP., COMUNIC. Y OTROS SERV. PÚBLICOS",284,Abandono de servicio de transporte 
474,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,CONTRA EL ESTADO Y LA DEFENSA NACIONAL (Sin especificar delito subgenérico),S/Art,CONTRA EL ESTADO Y LA DEFENSA NACIONAL
475,CONTRA EL ORDEN ECONOMICO,DE OTROS DELITOS ECONOMICOS,241,"Fraude en remates, licitaciones y concursos públicos"
476,CONTRA EL PATRIMONIO,RECEPTACION,194-A,Distribución de señales de satélite portadoras de programas
477,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,ATENTADOS CONTRA EL SISTEMA CREDITICIO,210,Comisión de delito por culpa del agente
478,CONTRA LA FAMILIA,CONTRA EL ESTADO CIVIL,S/Art,DELITOS CONTRA EL ESTADO CIVIL
479,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LA PROPIEDAD INDUSTRIAL,225,Condición y grado de participación del agente
480,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA,327,Destrucción o alteración de hitos fronterizos
481,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,CONTRA SIMBOLOS Y VALORES DE LA PATRIA,345,"Actos de menosprecio contra los símbolos, próceres o héroes patrios"
482,CONTRA EL ORDEN ECONOMICO,ABUSO DEL PODER ECONOMICO,S/Art,ABUSO DE PODER ECONOMICO
483,CONTRA EL ORDEN ECONOMICO,DE OTROS DELITOS ECONOMICOS,242,"Rehusamiento a prestar información económica, industrial o comercial"
484,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,257-A,Formas agravadas
485,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,415,Amotinamiento de detenido o interno
486,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,417-A,Insolvencia provocada
487,CONTRA LA HUMANIDAD,GENOCIDIO,319,Genocidio.
488,CONTRA LA LIBERTAD,VIOLACION DEL SECRETO DE LAS COMUNICAC.,S/Art,VIOLACIÓN DEL SECRETO DE LAS COMUNICACIONES
489,CONTRA LA SEGURIDAD PUBLICA,CONTRA EL ORDEN MIGRATORIO,S/Art,DELITOS CONTRA EL ORDEN MIGRATORIO
490,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,279-D,"Empleo, producción y transferencia de minas antipersonales"
491,CONTRA LA TRANQUILIDAD PUBLICA,DECRETO LEY 25475 (TERRORISMO),4,Colaboración con el terrorismo
492,CONTRA LA TRANQUILIDAD PUBLICA,DECRETO LEY 25475 (TERRORISMO),5,Afiliación a organizaciones terroristas
493,CONTRA LA TRANQUILIDAD PUBLICA,DECRETO LEY 25475 (TERRORISMO),6-A,Reclutamiento de personas
494,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LOS DERECHOS DE AUTOR Y CONEXOS,220-E,"Etiquetas, carátulas o empaques"
495,CONTRA LOS PODERES DEL ESTADO Y ORDEN CONSTITUCIONAL,"REBELION , SEDICION Y MOTIN",349,"Conspiración para una rebelión, sedición o motín"
496,D.LEG 813. LEY PENAL TRIBUTARIA,DEFRAUDACION TRIBUTARIA,5-D,Defraudación tributaria (D.L. 813)
497,DELITOS ADUANEROS (LEY 28008),DEFRAUDACIÓN DE RENTAS DE ADUANA,S/Art,DEFRAUDACION DE RENTAS DE ADUANA
498,CONTRA LA FAMILIA,ATENTADOS CONTRA LA PATRIA POTESTAD,148-A,Participación en pandillaje pernicioso
499,CONTRA LA TRANQUILIDAD PUBLICA,DECRETO LEY 25475 (TERRORISMO),6,Instigación
500,CONTRA LOS PODERES DEL ESTADO Y ORDEN CONSTITUCIONAL,DELITOS CONTRA LOS PODERES DEL ESTADO Y ORDEN CONSTITUCIONAL (Sin especificar delito subgenérico),S/Art,DELITOS  CONTRA  LOS  PODERES  DEL  ESTADO Y  EL  ORDEN  CONSTITUCIONAL 
501,CONTRA EL PATRIMONIO,DELITOS INFORMATICOS,207-C,Delito informático agravado - derogado
502,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-C,Sabotaje de los equipos de seguridad y de comunicación en establecimientos penitenciarios
503,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",303,Pena de expulsión
504,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA EL DERECHO AL SUFRAGIO,353,Inhabilitación
505,CONTRA LOS PODERES DEL ESTADO Y ORDEN CONSTITUCIONAL,DISPOSICIONES COMUNES,352,"Omisión de resistencia a rebelión, sedición o motín"
506,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,308-D,Tráfico ilegal de recursos genéticos
507,DELITOS TRIBUTARIOS,CONTRABANDO,S/Art,CONTRABANDO (Derogado)
508,DELITOS TRIBUTARIOS,DEFRAUDACION TRIBUTARIA,268,Defraudación tributaria (Derogado).
509,DELITOS TRIBUTARIOS,ELABORAC. Y COMERC. CLANDEST. DE PRODUCTOS,271,Elaboración clandestina de productos
510,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD PERSONAL,153-H,"Explotación sexual de niñas, niños y adolescentes"
511,D.LEG. 1106 LAVADO DE ACTIVOS,LAVADO DE ACTIVOS,6,"Rehusamiento, retardo y falsedad enel suministro de información"
512,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA,333,Provocación pública a la desobediencia militar
513,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,CONTRA SIMBOLOS Y VALORES DE LA PATRIA,S/Art,DELITOS CONTRA LOS SÍMBOLOS Y VALORES DE LA PATRIA
514,CONTRA LOS PODERES DEL ESTADO Y ORDEN CONSTITUCIONAL,"REBELION , SEDICION Y MOTIN",346,Rebelión
515,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,DELITOS QUE COMPROMETEN LAS RELACIONES EXTERIORES DEL ESTADO,342,Ejecución de actos de autoridad extranjera en el territorio nacional
516,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,DELITOS QUE COMPROMETEN LAS RELACIONES EXTERIORES DEL ESTADO,338,Conjuración contra un Estado extranjero
517,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA,332,Favorecimiento bélico a Estado extranjero-Favorecimiento agravado
518,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,178,Responsabilidad especial
519,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD DE REUNION,167,Prohibición de reunión pública lícita por funcionario público
520,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",S/Art,CONTAMINACIÓN Y PROPAGACIÓN
521,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,245-A,Falsedad de información presentada por un emisor en el mercado de valores
522,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,419,Detención ilegal (prevaricato)
523,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,420,Prohibición de conocer un proceso que patrocinó (prevaricato)
524,DELITOS ADUANEROS (LEY 28008),DEFRAUDACIÓN DE RENTAS DE ADUANA,4,Defraudación de rentas de aduana
525,CONTRA EL ORDEN ECONOMICO,"ACAPARAMIENTO, ESPECULACION, ADULTERACION",236,Agravante común
526,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,DELITOS QUE COMPROMETEN LAS RELACIONES EXTERIORES DEL ESTADO,S/Art,DELITOS QUE  COMPROMETEN LAS  RELACIONES EXTERIORES  DEL  ESTADO
527,CONTRA LA HUMANIDAD,GENOCIDIO,S/Art,GENOCIDIO
528,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,397-A,Cohecho activo transnacional (corrupción de funcionarios)
529,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,ATENTADOS CONTRA EL SISTEMA CREDITICIO,213-A,Manejo ilegal de patrimonio de propósito exclusivo
530,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LOS DERECHOS DE AUTOR Y CONEXOS,220-A,Elusión de medida tecnológica efectiva
531,D.LEG 813. LEY PENAL TRIBUTARIA,DEFRAUDACION TRIBUTARIA,5-A,Defraudación tributaria (D.L. 813)
532,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,259,Uso ilegal de divisas
533,CONTRA LOS PODERES DEL ESTADO Y ORDEN CONSTITUCIONAL,"REBELION , SEDICION Y MOTIN",S/Art,"REBELIÓN ,  SEDICIÓN  Y  MOTÍN"
534,CONTRA EL PATRIMONIO,DELITOS INFORMATICOS,207-B,"Alteración, daño y destrucción de base de datos, sistema, red o programa de computadoras - derogado"
535,CONTRA LA FE PUBLICA,FALSIFICACION DE DOCUMENTOS EN GENERAL,433,Equiparación a documento público
536,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,DELITOS QUE COMPROMETEN LAS RELACIONES EXTERIORES DEL ESTADO,335,Violación de inmunidad de Jefe de Estado o de Agente Diplomático
537,CONTRA EL ORDEN ECONOMICO,DE OTROS DELITOS ECONOMICOS,240,Aprovechamiento indebido de ventajas de reputación industrial o comercial - derogado
538,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA LA PARTICIPACION DEMOCRATICA,S/Art,DELITOS CONTRA LA PARTICIPACIÓN DEMOCRÁTICA
539,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA,331,Espionaje
540,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,S/Art,CORRUPCIÓN DE FUNCIONARIOS
541,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD PERSONAL,153-E,Cliente de la explotación sexual
542,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD PERSONAL,153-I,"Beneficio de la explotación sexual de niñas, niños y adolescentes"
543,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA,S/Art,ATENTADOS CONTRA LA SEGURIDAD NACIONAL Y  TRAICIÓN A LA PATRIA
544,CONTRA LA TRANQUILIDAD PUBLICA,DELITOS CONTRA LA PAZ PUBLICA,316-A,Apología del delito de terrorismo
545,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,S/Art,RESPONSABILIDAD FUNCIONAL E INFORMACIÓN FALSA
546,CONTRA EL ORDEN ECONOMICO,DE OTROS DELITOS ECONOMICOS,241-A,Corrupción en el ámbito privado
547,D.LEG. 1106 LAVADO DE ACTIVOS,LAVADO DE ACTIVOS,5,Omisión de comunicación de operaciones o transacciones sospechosas
548,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD PERSONAL,153-J,"Gestión de la explotación sexual de niñas, niños y adolescentes"
549,CONTRA EL ORDEN ECONOMICO,ABUSO DEL PODER ECONOMICO,232,Abuso del poder económico
550,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD PERSONAL,153-D,Promoción o favorecimiento de la explotación sexual
551,CONTRA LOS PODERES DEL ESTADO Y ORDEN CONSTITUCIONAL,"REBELION , SEDICION Y MOTIN",347,Sedición
552,CONTRA EL ORDEN ECONOMICO,"ACAPARAMIENTO, ESPECULACION, ADULTERACION",233,Acaparamiento - derogado
553,CONTRA EL ORDEN ECONOMICO,"ACAPARAMIENTO, ESPECULACION, ADULTERACION",S/Art,ABUSO DE PODER ECONOMICO
554,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD PERSONAL,153-G,Gestión de la explotación sexual
555,CONTRA LA LIBERTAD,VIOLACION DEL SECRETO DE LAS COMUNICAC.,163,Supresión o extravío indebido de correspondencia
556,CONTRA LA LIBERTAD,VIOLACION DEL SECRETO DE LAS COMUNICAC.,162-A,Posesión o comercialización de equipos destinados a la interceptación telefónica o similar
557,CONTRA LA TRANQUILIDAD PUBLICA,DECRETO LEY 25475 (TERRORISMO),9,Reincidencia
558,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA LA PARTICIPACION DEMOCRATICA,359-A,Financiamiento prohibido de organizaciones políticas
559,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA LA PARTICIPACION DEMOCRATICA,359-B,"Falseamiento de la información sobre aportaciones, ingresos y gastos de organizaciones políticas"
560,CONTRA LOS PODERES DEL ESTADO Y ORDEN CONSTITUCIONAL,DISPOSICIONES COMUNES,S/Art,DISPOSICIONES COMUNES
561,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,260,Retención indebida de divisas
562,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD PERSONAL,153-F,Beneficio por explotación sexual
563,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,S/Art,PECULADO
564,CONTRA LA LIBERTAD,VIOLACION DE LA INTIMIDAD,158,Ejercicio de la acción penal
565,CONTRA LA VIDA/EL CUERPO Y LA SALUD,ABORTO,119,Aborto terapeútico
566,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,273-A,Producción de peligro en el servicio público de transporte de pasajeros
567,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,DELITOS QUE COMPROMETEN LAS RELACIONES EXTERIORES DEL ESTADO,343,Actos de hostilidad ordenados por beligerantes
568,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,DELITOS QUE COMPROMETEN LAS RELACIONES EXTERIORES DEL ESTADO,S/Art,DELITOS QUE COMPROMETEN LAS RELACIONES EXTERIORES DEL ESTADO
569,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,398-A,"Ingreso indebido de equipos o sistema de comunicación, fotografía y/o filmación en centros de detención o reclusión"
570,DELITOS ADUANEROS (LEY 28008),FINANCIAMIENTO,7,Financiamiento
571,DELITOS ADUANEROS (LEY 28008),DEFRAUDACIÓN DE RENTAS DE ADUANA,10,Circunstancias agravantes
572,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LOS DERECHOS DE AUTOR Y CONEXOS,220-B,Productos destinados a la elusión de medidas tecnológicas
573,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,257,Aplicación extensiva
574,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LOS DERECHOS DE AUTOR Y CONEXOS,220-F,"Manuales, licencias u otra documentación, o empaques no auténticos relacionados a programas de ordenador"
575,CONTRA EL ORDEN ECONOMICO,DE OTROS DELITOS ECONOMICOS,241-B,Corrupción al interior de entes privados
576,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,S/Art,"USURPACIÓN DE AUTORIDAD, TÍTULOS Y HONORES"
577,DELITOS TRIBUTARIOS,DEFRAUDACION TRIBUTARIA,269,Defraudación tributaria (Derogado).
578,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,393-A,Soborno internacional pasivo (corrupción de funcionarios)
579,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-C,Explotación sexual
580,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-I,"Promoción y favorecimiento de la explotación sexual de niñas, niños y adolescentes"
581,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-M,Pornografía infantil
582,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-Ñ,Esclavitud y otras formas de explotación
583,CONTRA LA DIGNIDAD HUMANA,TRATA DE PERSONAS,129-A,Trata de personas
584,CONTRA LA DIGNIDAD HUMANA,TRATA DE PERSONAS,129-B,Formas agravadas de la Trata de Personas
585,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,426,Inhabilitación (disposiciones comunes)
586,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-K,"Beneficio de la explotación sexual de niñas, niños y adolescentes"
587,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-O,Trabajo forzoso
588,CONTRA EL ORDEN ECONOMICO,"ACAPARAMIENTO, ESPECULACION, ADULTERACION",233,Acaparamiento
589,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-F,Beneficio por explotación sexual
590,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-H,"Explotación sexual de niñas, niños y adolescentes"
591,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-J,Cliente del adolescente
592,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-L,"Gestión de la explotación sexual de niñas, niños y adolescentes"
593,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LOS DERECHOS DE AUTOR Y CONEXOS,220-C,Servicios destinados a la elusión de medidas tecnológicas
594,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-D,Promoción o favorecimiento de la explotación sexual
595,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-E,Cliente de la explotación sexual
596,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-G,Gestión de la explotación sexual
597,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-P,Delito de intermediación onerosa de órganos y tejidos
598,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-N,"Publicación en los medios de comunicación sobre delitos de libertad sexual contra niñas, niños y adolescentes"
599,DELITOS TRIBUTARIOS,CONTRABANDO,264,Contrabando (Derogado).
